1,2.22
2,2.22
3,2.22
4,2.22
5,2.22
6,2.22
7,2.22
8,2.22
9,2.22
10,2.22
11,2.22
12,2.22
13,2.22
14,2.22
15,2.22
16,2.22
17,0
18,0
19,0
20,0
21,0
22,0
23,0
24,0
25,0
26,0
27,0
28,0
29,0
30,0
31,0
32,0
33,0
34,0
35,0
36,0
37,0
38,0
39,0
40,0
41,0
42,0
43,0
44,0
45,0
46,0
47,0
48,0
49,0
50,0
51,0
52,0
53,0
54,0
55,0
56,0
57,0
58,0
59,1.98
60,2.72
61,0
62,0
63,0
64,0
65,0
66,0
67,0
68,0
69,0
70,0
71,0
72,0
73,0
74,0
75,0
76,0
77,0
78,2.72
79,2.72
80,0
81,0
82,0
83,0
84,0
85,0
86,0
87,0
88,0
89,0
90,2.56
91,0
92,0.83
93,0
94,0
95,0
96,0
97,0
98,0
99,0
100,0.47
101,0.47
102,0
103,0
104,0
105,0
106,0
107,0
108,0
109,0
110,0
111,0
112,0
113,0
114,2.2
115,2.02
116,2.02
117,2.02
118,0.56
119,0
120,0.86
121,0
122,0
123,0
124,0
125,0
126,0
127,0
128,0
129,0
130,0
131,2.66
132,2.54
133,0
134,1.56
135,1.56
136,1.56
137,1.56
138,1.56
139,0
140,0.3
141,2.38
142,2.38
143,2.38
144,2.38
145,2.38
146,0
147,1.52
148,1.52
149,2.31
150,0
151,1.47
152,3
153,0.73
154,0.73
155,1.92
156,1.36
157,1.24
158,2.33
159,2.66
160,1.31
161,2.2
162,1.71
163,2.7
164,1.26
165,2.1
166,0
167,0
168,0
169,0
170,0
171,1.22
172,0
173,2.2
174,0
175,0
176,1.92
177,1.92
178,1.92
179,0
180,2.53
181,0
182,1.77
183,0
184,0
185,1.72
186,1.71
187,0
188,0
189,2.08
190,2.08
191,0
192,0.8
193,0.8
194,0.8
195,1.68
196,2.33
197,1.39
198,1.97
199,2.3
200,2.28
201,2.17
202,2.4
203,2.14
204,2.11
205,1.81
206,0
207,0.78
208,1.77
209,1.08
210,1.08
211,0
212,0
213,2.02
214,2.28
215,1
216,0
217,1.51
218,1.19
219,2.2
220,1.22
221,1.47
222,0.98
223,1.47
224,0
225,1.66
226,0
227,0
228,0
229,2
230,0.29
231,0.29
232,2
233,2
234,0
235,0
236,0
237,0
238,0
239,0
240,0
241,0
242,0
243,0
244,0
245,0
246,0
247,0
248,0
249,0
250,0
251,0
252,0
253,0
254,0
255,0
256,0
257,0
258,0
259,0
260,0
261,0
262,0
263,0
264,0
265,0
266,0
267,0
268,0
269,0
270,0
271,0
272,0
273,0
274,0
275,0
276,0
277,0
278,0
279,0
280,0
281,0
282,0
283,0
284,0
285,0
286,0
287,0
288,0
289,0
290,0
291,0
292,0
293,0
294,0
295,0
296,0
297,0
298,0
299,0
300,0
301,0
302,0
303,0
304,0
305,0
306,0
307,0
308,0
309,0
310,0
311,0
312,0
313,0
314,0
315,0
316,2.43
317,2.43
318,2.43
319,2.43
