320,2.43
321,2.43
322,2.43
323,2.43
324,2.43
325,2.43
326,2.43
327,2.43
328,2.43
329,1.19
330,1.19
331,1.19
332,1.19
333,1.19
334,1.19
335,1.19
336,1.19
337,1.19
338,1.19
339,1.19
340,1.19
341,1.19
342,1.19
343,1.19
344,1.19
345,1.19
346,1.19
347,1.19
348,1.19
349,1.19
350,0
351,0
352,0
353,0
354,0
355,0
356,0
357,0
358,0
359,0
360,0
361,0
362,0
363,0
364,0
365,0
366,0
367,0
368,0
369,0
370,0
371,1.87
372,1.87
373,1.87
374,1.87
375,1.87
376,1.87
377,1.87
378,1.87
379,1.87
380,1.87
381,1.87
382,1.87
383,1.87
384,1.87
385,1.87
386,1.87
387,1.87
388,1.87
389,1.87
390,1.87
391,1.87
392,1.87
393,1.87
394,1.87
395,1.87
396,1.87
397,1.87
398,1.87
399,1.87
400,1.87
401,1.87
402,1.87
403,1.87
404,1.87
405,1.87
406,1.87
407,1.87
408,1.87
409,1.87
410,1.87
411,1.87
412,1.87
413,1.87
414,1.87
415,1.87
416,1.87
417,1.87
418,1.87
419,1.87
420,1.87
421,1.87
422,1.87
423,1.87
424,1.87
425,1.87
426,1.87
427,1.87
428,1.87
429,1.87
430,1.87
431,1.87
432,1.87
433,1.87
434,1.87
435,1.87
436,1.87
437,1.87
438,1.87
439,1.87
440,1.87
441,1.87
442,1.87
443,1.87
444,1.87
445,1.87
446,1.87
447,1.87
448,1.87
449,1.87
450,1.87
451,1.87
452,1.87
453,1.87
454,1.87
455,1.87
456,1.87
457,1.87
458,1.87
459,1.87
460,1.87
461,1.87
462,1.87
463,1.87
464,1.87
465,1.87
466,1.87
467,1.87
468,1.87
469,1.87
470,0
471,0
472,0
473,0
474,0
475,0
476,0
477,0
478,0
479,0
480,0
481,0
482,0
483,0
484,0
485,0
486,0
487,0
488,0
489,0
490,0
491,0
492,0
493,0
494,0
495,0
496,0
497,0
498,0
499,0
500,0
501,0
502,0
503,0
504,0
505,0
506,0
507,0
508,0
509,0
510,0
511,0
512,0
513,0
514,0
515,0
516,0
517,0
518,0
519,0
520,0
521,0
522,0
523,0
524,2.34
525,2.4
526,2.6
527,3.3
528,2.44
529,1.78
530,1.98
531,0
532,0
533,2.2
534,2.9
535,2.45
536,2.45
537,0
538,0
539,0
540,0
541,2.76
542,2.76
543,2.76
544,2.76
545,2.76
546,0
547,1.93
548,1.93
549,1.56
550,1.56
551,0
552,0
553,0.13
554,0.13
555,0.13
556,1.13
557,0
558,0
559,0
560,0
561,0
562,0
563,2
564,2
565,0
566,0
567,0
568,1.97
569,0
570,0
571,0
572,0
573,0
574,0
575,0
576,0
577,0
578,0
579,0
580,2.26
581,0.2
582,1.33
583,1.33
584,1.33
585,0
586,0
587,0
588,0
589,0
590,0
591,0
592,0
593,0
594,0
595,0
596,0
597,0
598,2.23
599,2.1
600,2.1
601,2.1
602,0
603,0
604,0
605,1.14
606,1.14
607,1.14
608,2.11
609,2.11
610,2.57
611,0.42
612,0.42
613,0
614,0
615,0
616,0
617,0
618,0
619,0
620,0
621,0
622,0
623,0
624,0
625,0
626,0
627,0
628,0
629,0
630,0
631,0
632,0
633,0
634,0
635,0
636,0
637,0
638,0
639,0
640,0
641,0
642,0
643,0
644,0
645,0
646,0
647,0
648,0
649,0
650,0
651,0
652,0
653,0
654,0
655,0
656,2.3
657,2.3
658,2.3
659,1.17
660,1.93
661,1.93
662,1.93
663,1.96
664,1.54
665,1.54
666,1.54
667,2
668,0
669,0
670,0
671,0
672,0
673,0
674,0
675,0
676,0
677,0
678,0
679,0
680,0
681,0
682,0
683,0
684,0
685,0
686,0
687,0
688,0
689,0
690,0
691,0
692,2.57
693,2.57
694,2.57
695,2.57
696,2.57
697,2.57
698,0.28
699,0
700,0
701,0
702,0
703,0
704,0
705,0
706,0
707,0
708,1
709,1
710,1
711,1
712,0
713,0
714,2.09
715,1.55
716,3.3
717,3.3
718,1.9
719,0
720,1.45
721,1.29
722,2.42
723,2.42
724,1.36
725,1.13
726,1.13
727,1.13
728,1.13
729,1.13
730,1.13
731,2.05
732,0
733,0
734,0
735,0
736,2.05
738,0.59
739,0
740,0
741,0
742,0
743,0
744,0
745,0
746,0
747,0
748,0
749,0
750,0
751,0
752,0
753,0
754,2.4
